"gmt_time","hk_time","subject"
"2018-02-16 21:30:00","2018-02-17 05:30:00","AUDIO SERVICE HAS NOW CLOSED FOR THE WEEK. THE ASIA DESK WILL REOPEN ON SUNDAY AT 2200GMT, EUROPEAN SERVICE WILL RESUME ON MONDAY AT 0630GMT. HAVE A PLEASANT WEEKEND."
"2018-02-16 21:15:00","2018-02-17 05:15:00","G10 Central Bank Weekly - 16 Feb 2018"
"2018-02-16 21:07:00","2018-02-17 05:07:00","Fitch affirms Lithuania at A-, outlook stable"
"2018-02-16 21:07:00","2018-02-17 05:07:00","S&P affirms Hungary at BBB-, outlook positive"
"2018-02-16 21:06:00","2018-02-17 05:06:00","Fitch upgrades Greece to B (Prev. B-), Outlook positive"
"2018-02-16 21:04:00","2018-02-17 05:04:00","DBRS affirms Belgium at AA(High); stable trend"
"2018-02-16 21:03:00","2018-02-17 05:03:00","DBRS affirms Ireland at A(High); stable trend"
"2018-02-16 21:00:00","2018-02-17 05:00:00","US MARKET WRAP: Stocks shrug-off Mueller headlines, DXY snaps 4 negative days but ends week lower"
"2018-02-16 20:00:00","2018-02-17 04:00:00","RANsquawk Week in Focus: 19th February – 23rd February 2018 - Now available in the Research Suite"
"2018-02-16 19:49:00","2018-02-17 03:49:00","Brent futures settle 51 cents higher at USD 64.84 per barrel"
"2018-02-16 19:34:00","2018-02-17 03:34:00","WTI futures settle 34 cents higher at USD 61.68 per barrel"
"2018-02-16 18:36:00","2018-02-17 02:36:00","US Deputy AG Rosenstein says there is no allegation in today's indictments that an American was knowingly involved in US election meddling"
"2018-02-16 17:52:00","2018-02-17 01:52:00","US Special Counsel Mueller has indicted 13 Russian nationals and three entities over conspiracy to defraud the US"
"2018-02-16 17:37:00","2018-02-17 01:37:00","KLX (KLXI) is said to have been approached by Boeing (BA) last year, according to Dealreporter"
"2018-02-16 17:16:00","2018-02-17 01:16:00","Brazil government said to consider the pension reform bill is dead"
"2018-02-16 17:00:00","2018-02-17 01:00:00","RANsquawk Weekly US Earnings Estimates: 19th February – 23rd February 2018 - Now available in the Research Suite"
"2018-02-16 16:52:00","2018-02-17 00:52:00","Update on reported tariffs the Department of Commerce are set to recommend"
"2018-02-16 16:44:00","2018-02-17 00:44:00","US Consumer Department recommendation on steel: Global tariffs 24% on all imports; according to sources"
"2018-02-16 16:39:00","2018-02-17 00:39:00","Shell says there was a small fire during maintenance of its Pernis refinery in the Netherlands"
"2018-02-16 16:30:00","2018-02-17 00:30:00","EUROPEAN PRELIMINARY CASH EQUITY CLOSE: EURO STOXX 50 (+1.1%), FTSE 100 (+0.8%), DAX (+0.9%), CAC (+1.2%), IBEX (+1.1%), FTSE MIB (+1.3%), SMI (+0.8%)"
"2018-02-16 16:25:00","2018-02-17 00:25:00","US Commerce Department mulling 7.7% aluminium tariff, to recommend 23.5% tariff on all aluminium products from China, Russia, Venezuela and Vietnam"
"2018-02-16 16:17:00","2018-02-17 00:17:00","Shandong Gold Mining and Zijin Mining Group in separate talks with Acacia Mining (ACAA LN) to form a joint venture for its Tanzania gold mines, according to sources"
"2018-02-16 16:16:00","2018-02-17 00:16:00","NY Fed GDP Nowcasting Report (Q1): 3.1% (Prev. 3.3%)"
"2018-02-16 16:09:00","2018-02-17 00:09:00","Novartis (NOVN SW) - Co said to be mulling sale of US generic pills unit"
"2018-02-16 15:51:00","2018-02-16 23:51:00","Wynn Resorts (WYNN) hearing takeover chatter that co. may be going private - unconfirmed"
"2018-02-16 15:44:00","2018-02-16 23:44:00","Deere & Co (DE) reports agricultural inventories equipment cycle has improved and was driven by conumers' need "
"2018-02-16 15:37:00","2018-02-16 23:37:00","Update: US Commerce Department to delay its steel and aluminum announcement to 12.00ET/17.00GMT"
"2018-02-16 15:34:00","2018-02-16 23:34:00","FX Weekly Wrap: Dollar bears baited, but grizzly week for the Greenback overall"
"2018-02-16 14:47:00","2018-02-16 22:47:00","Atlanta Fed GDPNow Q1 3.2% (Prev. 3.2%)"
"2018-02-16 14:12:00","2018-02-16 22:12:00","DEBT UPDATE: core bonds continue to claw back losses"
"2018-02-16 14:08:00","2018-02-16 22:08:00","US Commerce Secretary Ross will not announce Trump’s decisions on the steel and aluminium report "
"2018-02-16 14:05:00","2018-02-16 22:05:00","Additional US equities stories post-the release of the Daily US Equity Opening News"
"2018-02-16 13:46:00","2018-02-16 21:46:00","UK says talks with EU will take place next week regarding the implementation period"
"2018-02-16 13:44:00","2018-02-16 21:44:00","DAILY US EQUITY OPENING NEWS -  Qualcomm (QCOM) / Broadcom (AVGO) – Qualcomm announced it has rejected Broadcom’s offer of USD 82/shr"
"2018-02-16 13:08:00","2018-02-16 21:08:00","Scotiabank FX Daily: USD On The Offensive Following Fresh Lows Vs. EUR, JPY"
"2018-02-16 13:04:00","2018-02-16 21:04:00","Qualcomm (QCOM) announced it has rejected Broadcom’s (AVGO) offer of USD 82/shr"
"2018-02-16 12:06:00","2018-02-16 20:06:00","Kraft Heinz (KHC) Q4 Adj. EPS USD 0.90 vs. Exp. USD 0.95, revenue USD 6.88bln vs. Exp. USD 6.91bln "
"2018-02-16 11:55:00","2018-02-16 19:55:00","Coca-Cola Co (KO) Q4 EPS USD 0.39 vs. Exp. USD 0.38, revenue USD 7.50bln vs. Exp. USD 7.36bln"
"2018-02-16 11:54:00","2018-02-16 19:54:00","VF Corp (VFC) Q4 Adj. EPS USD 1.01 vs. Exp. USD 1.02, revenue USD 3.65bln vs. Exp. USD 3.66bln"
