"gmt_time","hk_time","subject"
"2018-08-14 23:24:00","2018-08-15 07:24:00","Vicinity Centres (VCX AT) FY18 net AUD 1.22bln vs. Prev. AUD 1.58bln Y/Y"
"2018-08-14 23:11:00","2018-08-15 07:11:00","PRE-MARKET AUSTRALIAN AND JAPANESE STOCK NEWS: Earnings from Ausdrill, Dexus, IAG, Wesfarmers and Woodside Petroleum; South Korea is closed for National Liberation Day"
"2018-08-14 22:42:00","2018-08-15 06:42:00","Woodside Petroleum (WPL AT) H1 net rose 6% Y/Y to USD 541mln, rev. rose 27% Y/Y USD 2.39bln"
"2018-08-14 22:02:00","2018-08-15 06:02:00","Wesfarmers (WES AT) FY18 net AUD 1.2bln vs. Prev. AUD 2.9bln Y/Y"
"2018-08-14 21:50:00","2018-08-15 05:50:00","ASIAN DAILY ECONOMIC RELEASES CALENDAR NOW AVAILABLE IN THE RESEARCH SECTION: Highlights Include Australian Westpac Consumer Confidence & Wage Price Index; Chinese Property Prices"
"2018-08-14 21:35:00","2018-08-15 05:35:00","DAILY ASIA-PAC OPENING NEWS"
"2018-08-14 21:00:00","2018-08-15 05:00:00","US SERVICE IS NOW CLOSED, PLEASE SWITCH OVER TO THE ASIA CHANNEL"
"2018-08-14 21:00:00","2018-08-15 05:00:00","ASIA-PAC SERVICE IS NOW LIVE FOR TODAY'S SESSION"
"2018-08-14 20:30:00","2018-08-15 04:30:00","API headline crude inventories said to be at a surprise build - Unconfirmed"
"2018-08-14 20:10:00","2018-08-15 04:10:00","RANsquawk US Market Wrap - 14th August 2018: TRY regains some ground; Libya oil production returns to 1mln BPD"
"2018-08-14 19:45:00","2018-08-15 03:45:00","Total Port Arthur, Texas, refinery reports that the pipeline insulation was removed, the leak was found and repairing methods are being considered"
"2018-08-14 19:25:00","2018-08-15 03:25:00","Brazil Worker Party will register Lula as a candidate tomorrow"
"2018-08-14 19:19:00","2018-08-15 03:19:00","Sectary of State spokesperson Nauert says talks are ongoing with Turkey for the release of Pastor Brunson"
"2018-08-14 19:09:00","2018-08-15 03:09:00","US Secretary of State Pompeo tweets the US remains in close cooperation with South Korea to ensure the final denuclearisation of North Korea"
"2018-08-14 18:33:00","2018-08-15 02:33:00","WTI CRUDE FUTURES (U8) SETTLE 16c LOWER AT USD 67.04/BBL; BRENT CRUDE FUTURES (V8) SETTLE 15C LOWER AT USD 72.46/BBL"
"2018-08-14 18:24:00","2018-08-15 02:24:00","US official says that nothing has developed on the Pastor Brunson case and has warned of more actions again Turkey if he is not freed"
"2018-08-14 18:15:00","2018-08-15 02:15:00","3 more data leaking security holes have reportedly been found in Intel (INTC) chips, according to The Register"
"2018-08-14 17:53:00","2018-08-15 01:53:00","Argentina Central Bank says they sold USD 200mln of the USD 500mln offered, at an average price of ARS 29.4"
"2018-08-14 17:50:00","2018-08-15 01:50:00","Apple (AAPL) is looking at developing a chip for processing health data; according to CNBC"
"2018-08-14 17:46:00","2018-08-15 01:46:00","Penn National Gaming (PENN) received approval from the Massachusetts gaming commission and Texas racing commission for the takeover of Pinnacle Entertainment (PNK)"
"2018-08-14 17:29:00","2018-08-15 01:29:00","Kroger (KR) is said to plan to start selling groceries on Alibaba (BABA) in China, according to CNBC "
"2018-08-14 17:28:00","2018-08-15 01:28:00","Phillips 66 plans to restart the gasoline making unit at its Baywatch Refinery in Linden, NJ, which produces 150,00bpd; this is following its unexpected shut down last week, according to sources"
"2018-08-14 16:55:00","2018-08-15 00:55:00","Goldman Sachs is said to have had no mandate for when Tesla's (TSLA) CEO Elon Musk tweeted his consideration of taking the co. private"
"2018-08-14 16:49:00","2018-08-15 00:49:00","Standard Chartered sees average Gold price forecast at USD 1,294/oz and 2019 price outlook at USD 1,320/oz"
"2018-08-14 16:43:00","2018-08-15 00:43:00","Pandora's (P) Premium Deezer users can now ask Google (GOOGL) assistant on Google Home, Mini and Max to play music"
