"gmt_time","hk_time","subject"
"2018-06-18 23:40:00","2018-06-19 07:40:00","PRE-MARKET AUSTRALIAN, JAPANESE AND SOUTH KOREAN STOCK NEWS: Atlas Iron (AGO AT) board determined Hancock offer could lead to superior proposal than offer from Mineral Resources; Fujifilm (4901 JT) sues Xerox (XRX) for over USD 1bln "
"2018-06-18 23:31:00","2018-06-19 07:31:00","US President Trump says has asked US Trade Representative to identify USD 200bln in Chinese goods for further tariffs of 10%"
"2018-06-18 23:30:00","2018-06-19 07:30:00","Australia ANZ Roy Morgan Consumer Confidence Index (Jun 17) W/W 122.1 (Prev. 123.0)"
"2018-06-18 23:29:00","2018-06-19 07:29:00","Westpac says AUD/USD could decline to the 0.7000 level on interest rates and commodity prices"
"2018-06-18 23:11:00","2018-06-19 07:11:00","ESRI think tank sees Ireland GDP growth at 4.7% for this year"
"2018-06-18 22:18:00","2018-06-19 06:18:00","US Senate has sufficient votes to pass spending bill which includes penalties for ZTE (763 HK)"
"2018-06-18 21:46:00","2018-06-19 05:46:00","ASIAN DAILY ECONOMIC RELEASES CALENDAR NOW AVAILABLE IN THE RESEARCH SECTION: Highlights Include New Zealand Westpac Consumer Sentiment, Australian House price Index and RBA June Meeting Minutes"
"2018-06-18 21:11:00","2018-06-19 05:11:00","US Commerce Department finds aluminium sheet imports from China is being sold below fair value in US market and calculates preliminary anti dumping margins of over 167% from the fair value, according to Aluminum Association"
"2018-06-18 21:09:00","2018-06-19 05:09:00","DAILY ASIA-PAC OPENING NEWS"
"2018-06-18 21:03:00","2018-06-19 05:03:00","US and South Korea agree to postpone joint military exercises which were set for August, according to Yonhap"
"2018-06-18 21:00:00","2018-06-19 05:00:00","US SERVICE IS NOW CLOSED, PLEASE SWITCH OVER TO THE ASIA CHANNEL"
"2018-06-18 21:00:00","2018-06-19 05:00:00","ASIA-PAC SERVICE IS NOW LIVE FOR TODAY'S SESSION"
"2018-06-18 21:00:00","2018-06-19 05:00:00","South Korean Import Price Index (May) Y/Y 8.1% (Prev. 4.0%)"
"2018-06-18 21:00:00","2018-06-19 05:00:00","South Korean Export Price Index (May) Y/Y 0.1% (Prev. -2.0%)"
"2018-06-18 20:11:00","2018-06-19 04:11:00","Fed's Williams (Voter, Hawk) says US growth is strong, labour market is strong, inflation near target"
"2018-06-18 20:10:00","2018-06-19 04:10:00","RANsquawk US Market Wrap - Trade fears hit equities, Dow sees 5-days losing streak  "
"2018-06-18 19:29:00","2018-06-19 03:29:00","ECB's Draghi makes no monetary policy remarks in his introductory comments"
"2018-06-18 19:24:00","2018-06-19 03:24:00","UBS Weekly FX Flows: EUR reversed 10-week selling streak"
"2018-06-18 19:06:00","2018-06-19 03:06:00","Gamestop (GME) is reportedly holding talks with PE firms after it received buyout interest, according to sources "
"2018-06-18 18:34:00","2018-06-19 02:34:00","Ecuador's oil minister says OPEC is to discuss oil production increase, says Saudi Arabia and Russia want to release some production, also states OPEC has a proposal to increase output by 1.5mln BPD"
"2018-06-18 18:32:00","2018-06-19 02:32:00","WTI futures (N8) settles 79 cents higher at USD 65.85; Brent futures (Q8) settle USD 1.90 higher at USD 75.34"
"2018-06-18 18:30:00","2018-06-19 02:30:00","Brazilian Central Bank is said to see the volume of FX swaps as unsustainable, and is open to using currency reserves if needed"
"2018-06-18 18:17:00","2018-06-19 02:17:00","Canada is considering aid for auto firms in response to US tariffs "
"2018-06-18 18:06:00","2018-06-19 02:06:00","Fed’s Bostic (Voter, Dovish) says he still sees three hikes this year for a base case, and warns about being cavalier about possible yield inversion"
"2018-06-18 18:02:00","2018-06-19 02:02:00","US total shale regions oil production (July) seen higher by 141k BPD at 7.34mln BPD (June expected a 128k BPD rise), according to EIA data "
"2018-06-18 17:46:00","2018-06-19 01:46:00","WATCH: ECB Draghi to deliver introductory remarks from the ECB Forum on Central Banking (Sintra) at 2000 BST"
"2018-06-18 17:15:00","2018-06-19 01:15:00","Forest City (FCE.A) in talks to restart a deal with Brookfield "
"2018-06-18 17:13:00","2018-06-19 01:13:00","UK government has been defeated as expected in House of Lords over plans to give lawmakers a ‘Meaningful Vote’ in the final Brexit deal "
"2018-06-18 17:01:00","2018-06-19 01:01:00","Fed’s Bostic (Voter, Dovish) Fed is comfortable with continuing to raise rates towards the neutral level, but he is not sure how many more hikes it will take to get there"
"2018-06-18 16:51:00","2018-06-19 00:51:00","CNBC’s Najarian notes unusual call activity in Starbucks (SBUX) "
